sha	iso	session	subject	src	tests	tools	docs	plans	frag	claudemd	changelog	ci	files
f7e82211bb8e	2026-08-23T20:36:11+01:00	01W2fDFsLknENRhbGMmDWQjN		0	0	0	0	0	35	0	0	0	2
f3e47332363d	2026-08-23T20:34:59+01:00	01W2fDFsLknENRhbGMmDWQjN		0	70	72	0	0	0	0	0	0	3
ae9de3fdd306	2026-08-23T20:31:28+01:00	01W2fDFsLknENRhbGMmDWQjN		0	45	59	0	0	0	0	0	0	3
4a088ed54807	2026-08-23T17:15:43+01:00	01W2fDFsLknENRhbGMmDWQjN		0	0	0	0	0	29	0	0	0	1
7bbc873c5930	2026-08-23T17:14:52+01:00	01W2fDFsLknENRhbGMmDWQjN		0	0	12	0	0	0	0	0	0	1
c6c8d1791406	2026-08-23T16:44:39+01:00	01W2fDFsLknENRhbGMmDWQjN		0	0	0	0	0	66	0	0	0	2
26dd54a3510c	2026-08-23T16:34:51+01:00	01W2fDFsLknENRhbGMmDWQjN		0	21	0	0	0	0	0	0	0	1
3786e5760ad7	2026-08-23T16:22:53+01:00	01W2fDFsLknENRhbGMmDWQjN		0	17	74	0	0	0	0	0	0	2
d3546f66734d	2026-08-23T16:22:01+01:00	01VTzC7M9qfk5ndmQahM8yFd		0	0	0	21	0	0	0	0	0	2
cccb3826724d	2026-08-23T16:21:12+01:00	01W2fDFsLknENRhbGMmDWQjN		0	138	146	0	0	0	0	0	0	2
9d188b0700d8	2026-08-23T16:14:36+01:00	01VTzC7M9qfk5ndmQahM8yFd		2	0	0	153	25	114	9	40	0	13
06c2acb26c29	2026-08-23T16:04:06+01:00	01VTzC7M9qfk5ndmQahM8yFd		0	0	0	24	0	9	0	92	0	4
1132ea63c104	2026-08-23T16:01:09+01:00	01VTzC7M9qfk5ndmQahM8yFd		0	0	0	29	0	38	5	0	0	4
ea0f0e7c25aa	2026-08-23T15:53:02+01:00	01W2fDFsLknENRhbGMmDWQjN		0	38	59	1	0	0	0	0	0	4
d50456e29921	2026-08-23T15:51:59+01:00	01VTzC7M9qfk5ndmQahM8yFd		2	0	0	93	0	64	0	29	0	7
2913f38aeb7d	2026-08-23T15:50:01+01:00	01W2fDFsLknENRhbGMmDWQjN		0	26	13	0	0	0	0	0	0	3
3f26592c4b63	2026-08-23T15:47:24+01:00	01W2fDFsLknENRhbGMmDWQjN		0	17	2	0	0	0	0	0	0	2
5cd79241c8e8	2026-08-23T15:46:15+01:00	01W2fDFsLknENRhbGMmDWQjN		0	6	9	0	0	0	0	0	0	2
6d7c9e3009b6	2026-08-23T15:44:09+01:00	01W2fDFsLknENRhbGMmDWQjN		0	439	538	11	0	67	0	0	33	9
562d0feecf9e	2026-08-23T15:42:31+01:00	01VTzC7M9qfk5ndmQahM8yFd		0	0	0	2	16	64	0	8	0	7
78c7dd38fee0	2026-08-23T15:09:15+01:00	01VTzC7M9qfk5ndmQahM8yFd		0	0	0	21	0	0	0	0	0	2
d281f0ec0251	2026-08-23T15:03:21+01:00	01VTzC7M9qfk5ndmQahM8yFd		2	0	0	111	0	76	0	35	0	8
b194dc480fd4	2026-08-23T14:53:15+01:00	01VTzC7M9qfk5ndmQahM8yFd		0	0	0	124	0	76	190	0	0	9
0fa97ef8626f	2026-08-23T14:01:54+01:00	01VTzC7M9qfk5ndmQahM8yFd		0	0	0	21	0	0	0	0	0	2
a1b6b22fcbfd	2026-08-23T13:54:49+01:00	01VTzC7M9qfk5ndmQahM8yFd		2	0	0	201	0	172	0	59	0	10
db25a4d980c0	2026-08-23T13:49:06+01:00	01VTzC7M9qfk5ndmQahM8yFd		0	0	0	32	0	15	18	0	0	4
b3d32e5b9a8f	2026-08-23T13:41:18+01:00	01VTzC7M9qfk5ndmQahM8yFd		0	43	0	0	0	0	0	0	0	2
30d089eb1a8a	2026-08-23T09:27:03+01:00	01VTzC7M9qfk5ndmQahM8yFd		0	106	0	0	0	0	0	0	0	1
c2160409e228	2026-08-23T09:22:04+01:00	01VTzC7M9qfk5ndmQahM8yFd		0	103	178	2	0	174	0	0	0	6
5f3fa678ef94	2026-08-23T09:16:55+01:00	01VTzC7M9qfk5ndmQahM8yFd		0	171	462	0	0	0	0	0	0	6
f93be6a51c3f	2026-08-23T08:40:05+01:00	01VTzC7M9qfk5ndmQahM8yFd		0	3	112	28	0	77	5	0	0	9
9e58a50c641f	2026-08-23T08:33:21+01:00	01VTzC7M9qfk5ndmQahM8yFd		0	351	4	0	0	0	0	0	0	3
332736861b92	2026-08-23T08:27:15+01:00		WIP: mutation batteries get a committed home, and a way to ask if they still hold	0	0	929	0	0	0	0	0	0	5
0eb355a7882c	2026-08-23T04:18:32+01:00	01VTzC7M9qfk5ndmQahM8yFd		0	0	0	30	0	0	0	0	0	2
2f633a8f6b29	2026-08-23T04:13:47+01:00	01VTzC7M9qfk5ndmQahM8yFd		2	0	0	129	0	88	0	41	0	7
ffcc0d82806c	2026-08-23T04:08:13+01:00	01VTzC7M9qfk5ndmQahM8yFd		0	0	0	13	0	0	0	0	0	3
b95c3643a26e	2026-08-23T04:01:35+01:00	01VTzC7M9qfk5ndmQahM8yFd		0	0	0	33	0	0	0	0	0	2
949ddb2a7e7f	2026-08-23T03:55:39+01:00	01W2fDFsLknENRhbGMmDWQjN		0	0	0	3	0	33	0	0	0	3
c99ae7f6d57f	2026-08-23T03:55:39+01:00	01W2fDFsLknENRhbGMmDWQjN		0	104	63	0	0	0	0	0	0	2
c8500cde7c76	2026-08-23T03:55:39+01:00	01W2fDFsLknENRhbGMmDWQjN		0	212	84	3	0	55	0	0	0	5
794089fee293	2026-08-23T03:53:01+01:00	01VTzC7M9qfk5ndmQahM8yFd		2	0	0	115	0	51	0	27	0	8
7b913f2d0610	2026-08-23T03:46:30+01:00	01VTzC7M9qfk5ndmQahM8yFd		0	0	0	109	0	51	0	0	0	4
b836e1d637ae	2026-08-23T03:25:12+01:00	01VTzC7M9qfk5ndmQahM8yFd		0	0	0	42	0	0	0	0	0	2
3c57c1b1763c	2026-08-23T03:11:41+01:00		Release 0.28.1 — a gate audited against itself	2	0	0	141	0	65	0	29	0	8
426e832c87f5	2026-08-23T02:52:50+01:00		STATUS: 0.28.0 verified from the index, and 0.27.2's entry that was never written	0	0	0	31	0	0	0	0	0	1
ccd6dbda6ce4	2026-08-23T02:45:11+01:00		retro: when a constant cannot be declared, constrain it	0	0	0	0	0	45	0	0	0	1
3d1caad6409f	2026-08-23T02:45:11+01:00		review pass: the ascend test asserted a sentence, not a pair	0	6	0	0	0	0	0	0	0	1
6fdd6e4ccc90	2026-08-23T02:45:11+01:00		release-order: a Part cannot claim versions another Part already holds	0	93	57	2	0	9	0	0	0	4
335cbe80b3f5	2026-08-23T02:45:11+01:00		review pass: a condition no test could ever pin	0	12	7	0	0	0	0	0	0	2
40e2200da352	2026-08-23T02:45:11+01:00		release-order: bound how far a lagging sequence may fall behind	0	99	36	1	0	11	0	0	0	4
f3ddfbfa1af3	2026-08-23T02:42:53+01:00		Release 0.28.0 — the port was four lines, the gate was not	2	0	0	212	0	211	0	67	0	12
0cf44d5ca833	2026-08-23T02:32:09+01:00		The race is at every protocol version, and now the numbers say so	0	0	16	0	0	0	0	0	0	1
f5de7b71e666	2026-08-23T02:26:59+01:00		Round two: the fixes had the defect they fixed, at the call sites they missed	0	116	0	0	0	0	0	0	0	1
41085245a3e1	2026-08-22T19:26:34+01:00		docs/CLI.md: pnk serve now reports Pinakes' version in serverInfo	0	0	0	7	0	0	0	0	0	1
3f6285709529	2026-08-22T19:24:09+01:00		Fragments: the changelog entries and the increment's retrospective	0	0	0	0	0	114	0	0	0	2
a894160f33fb	2026-08-22T19:17:38+01:00		The timeout test pinned its message and not its clock; the battery said so	0	15	0	0	0	0	0	0	0	1
4f1d4243bd62	2026-08-22T19:14:51+01:00		Review pass: sixteen findings, and the one sitting in the release's path	0	359	65	0	0	6	0	0	0	7
dbc00e288f73	2026-08-22T19:02:36+01:00		retro: a gate must not derive a constant from the document it polices	0	0	0	0	0	50	0	0	0	1
68eec0139533	2026-08-22T18:58:47+01:00		release-order: every release present in every sequence that declares it	0	89	131	3	0	10	0	0	0	5
e03c211b74d4	2026-08-22T18:58:24+01:00		Merge origin/main (placement gate, doc corrections) into the mcp 2.x port	0	0	0	0	0	26	0	0	0	2
f693276b9e5e	2026-08-22T18:49:54+01:00		review pass: two survivors, and one was a test satisfied by absence	0	48	0	0	0	0	0	0	0	1
b3fa00e6056d	2026-08-22T18:44:58+01:00		release-order: every section under the Part whose range holds it	0	175	161	2	0	9	0	0	0	5
cd41642f22e7	2026-08-22T18:43:29+01:00		The handshake the port broke, replaced by one that cannot flake	0	373	448	6	0	0	0	0	124	8
a641cb34c483	2026-08-22T18:35:24+01:00		PROPOSAL (planner to land): STATUS :907 past tense, RELEASING row 71 and the negative artifact check	0	0	0	22	0	0	0	0	0	2
1a0d9b497115	2026-08-22T13:25:30+01:00		WIP: serve.py on mcp 2.x — the port itself, before the gates	24	0	0	0	0	0	0	0	0	2
bf2599bd5f98	2026-08-22T11:06:12+01:00	01FzVuaMW4F56HAiSJA5ri5x		2	0	0	250	0	213	0	46	0	9
ad013fe919ef	2026-08-22T10:49:10+01:00	01FzVuaMW4F56HAiSJA5ri5x		0	26	5	0	0	0	0	0	0	2
be9160c9dad6	2026-08-22T10:44:49+01:00	01FzVuaMW4F56HAiSJA5ri5x		0	166	26	4	0	27	0	0	0	6
fa4752a6cac7	2026-08-22T10:09:28+01:00	01FzVuaMW4F56HAiSJA5ri5x		0	21	0	0	0	0	0	0	0	1
e16c1ddc9c70	2026-08-22T10:05:47+01:00	01FzVuaMW4F56HAiSJA5ri5x		0	24	0	0	0	0	0	0	0	1
3b159457f8a1	2026-08-22T10:04:16+01:00	01FzVuaMW4F56HAiSJA5ri5x		0	197	43	2	0	46	0	0	39	9
2343386b1194	2026-08-22T09:27:14+01:00	01FzVuaMW4F56HAiSJA5ri5x		0	68	0	0	0	0	0	0	0	2
bc715b547480	2026-08-22T09:25:15+01:00	01FzVuaMW4F56HAiSJA5ri5x		0	188	112	4	0	129	0	0	102	13
15f1fac72f7b	2026-08-22T08:50:17+01:00	01FzVuaMW4F56HAiSJA5ri5x		0	397	262	0	0	20	0	0	76	9
d525254f6974	2026-08-22T08:34:59+01:00		retro: the mechanism half — refute the proposed fix as a separate verdict	0	0	0	0	0	14	0	0	0	1
62f81a44af94	2026-08-22T08:28:35+01:00		retro: verify the remedy, not only the finding	0	0	0	0	0	35	0	0	0	1
9b88ad7f4966	2026-08-22T08:17:39+01:00		Verify 0.27.1 reached PyPI, and flip the claims held back for evidence	0	0	0	38	0	0	0	0	0	2
689b54444782	2026-08-22T08:09:36+01:00		Release 0.27.1 — the gates read what they were cited for	2	0	0	90	0	53	0	24	0	8
fcfd54eccef5	2026-08-22T08:00:15+01:00		retro: a gate cited by a procedure it cannot read	0	0	0	0	0	38	0	0	0	1
8a74efcfd77a	2026-08-22T07:59:29+01:00		review pass: a stale CI comment, and the cost of the lag exemption said out loud	0	0	7	0	0	0	0	0	2	2
5eef75301c54	2026-08-22T07:53:35+01:00		release-order: read STATUS's Published on PyPI prose, the sixth sequence	0	121	76	22	0	9	0	0	0	6
edb718733324	2026-08-22T07:41:28+01:00		fragments: refuse a fragment that opens with a front-matter fence	0	63	30	0	0	6	0	0	0	3
e030b482d7f9	2026-08-22T07:36:10+01:00	01FzVuaMW4F56HAiSJA5ri5x		0	0	0	25	0	0	0	0	0	2
60d4ae4df1f3	2026-08-22T07:29:43+01:00	01FzVuaMW4F56HAiSJA5ri5x		2	0	0	151	23	102	6	33	0	10
722ef94de344	2026-08-22T07:18:38+01:00	01FzVuaMW4F56HAiSJA5ri5x		0	0	0	10	0	102	0	0	0	3
9117769d4a6c	2026-08-22T07:11:33+01:00	01FzVuaMW4F56HAiSJA5ri5x		0	60	0	0	0	0	0	0	0	1
4c3d698b12e6	2026-08-22T07:08:41+01:00	01FzVuaMW4F56HAiSJA5ri5x		0	110	100	0	0	0	0	0	0	2
617fa3655fc3	2026-08-22T02:48:40+01:00	01FzVuaMW4F56HAiSJA5ri5x		0	52	0	0	0	0	0	0	0	1
161f8a6c222e	2026-08-22T02:45:17+01:00	01FzVuaMW4F56HAiSJA5ri5x		0	49	0	0	0	0	0	0	0	1
b1d1fb3d62e7	2026-08-22T02:45:17+01:00	01FzVuaMW4F56HAiSJA5ri5x		0	543	595	0	0	0	0	0	0	2
3d9fad7e5cbb	2026-08-22T02:45:17+01:00	01FzVuaMW4F56HAiSJA5ri5x		0	614	667	0	0	0	0	0	0	2
735cee10695a	2026-08-22T02:43:29+01:00	01Pt1EBwC6UzCmM8VzdUJNVE		0	0	0	31	0	0	0	0	0	2
321e49fedaff	2026-08-22T02:37:53+01:00	01Pt1EBwC6UzCmM8VzdUJNVE		2	0	0	223	89	99	28	34	0	12
95e2f8bfde99	2026-08-22T02:35:36+01:00		ign	0	0	0	0	0	0	0	0	0	1
725f2d274700	2026-08-22T02:27:11+01:00	01Pt1EBwC6UzCmM8VzdUJNVE		10	0	0	0	0	99	0	0	0	4
ca22a3a6db89	2026-08-22T02:21:18+01:00	01Pt1EBwC6UzCmM8VzdUJNVE		0	0	0	7	0	0	0	0	0	2
bef76b1200e2	2026-08-22T02:17:32+01:00	01Pt1EBwC6UzCmM8VzdUJNVE		62	111	0	5	0	0	0	0	0	5
b53c9dd2bbc0	2026-08-22T02:09:30+01:00	01Pt1EBwC6UzCmM8VzdUJNVE		6	23	0	66	0	0	0	0	0	5
876dafa1975a	2026-08-22T02:00:49+01:00	01Pt1EBwC6UzCmM8VzdUJNVE		5	22	0	0	0	0	0	0	0	2
471b19265d1f	2026-08-22T01:59:01+01:00	01Pt1EBwC6UzCmM8VzdUJNVE		359	546	0	0	0	0	0	0	0	6
f9d402efed71	2026-08-21T23:57:07+01:00		Verify 0.25.4 reached PyPI, and flip the claims held back for evidence	0	0	0	11	0	0	0	0	0	2
b1dcf8d9d883	2026-08-21T23:53:46+01:00		Release 0.25.4 — what the mutation battery cannot reach	2	0	0	79	0	0	0	12	0	6
8c783fc9c962	2026-08-21T23:46:05+01:00		Verify 0.25.3 reached PyPI, and flip the claims held back for evidence	0	0	0	12	0	0	0	0	0	2
6f5418c49133	2026-08-21T23:43:45+01:00		estimate.py: restore the shell command my own reflow flattened	4	0	0	0	0	0	0	0	0	1
cc20f17d9a46	2026-08-21T23:40:10+01:00		"Adversarial pass: ""two thirds of a round's price"" is a defaults-only claim"	5	0	0	13	0	0	0	0	0	5
3d6b11579074	2026-08-21T23:36:11+01:00		Release 0.25.3 — the deep loop is measured	2	0	0	126	0	104	0	45	0	9
7117e894a642	2026-08-21T23:33:35+01:00		E6 is built: the handover, across all five surfaces	0	0	0	42	67	0	10	0	0	6
5efe095d5394	2026-08-21T23:33:35+01:00		changelog: the report's settlement defects and the tests that hold them	0	0	0	0	0	15	0	0	0	1
585f3dec45f0	2026-08-21T23:33:35+01:00		E6: tests for tools/deep_reservation.py, the tool that publishes the numbers	0	592	0	0	0	0	0	0	0	1
815a45b3320e	2026-08-21T23:33:35+01:00		deep_reservation: the report could print a wrong factor and say nothing	0	0	218	0	0	0	0	0	0	1
a4076cfda17b	2026-08-21T23:33:35+01:00		"DESIGN §5: over-reservation is measured, and it is not ""slight"""	0	0	0	34	0	0	0	0	0	1
5bca13baa2fb	2026-08-21T23:33:35+01:00		E6: the measurement run is done, and its runbook had two defects in one step	0	0	0	95	0	89	0	0	0	4
b598d4d8c1b2	2026-08-21T23:33:35+01:00		E6: every deep-estimate constant carries its measurement and the command	86	0	0	0	0	0	0	0	0	1
847e1a01b7ce	2026-08-21T23:33:35+01:00		deep_reservation: --json raised TypeError on every row, on both subcommands	0	0	29	0	0	0	0	0	0	1
0b52d3c6d5ee	2026-08-21T23:32:45+01:00		Verify 0.25.2 reached PyPI, and flip the claims held back for evidence	0	0	0	12	0	0	0	0	0	2
af9b2f5c9268	2026-08-21T23:27:54+01:00		Review pass: nine findings fixed, one judged no-change	0	0	0	14	6	0	10	0	0	5
84af1054dcab	2026-08-21T16:03:45+01:00		Release 0.25.2 — the guidance carries its own lessons	2	0	0	37	0	8	0	16	0	5
a1b709f3e881	2026-08-21T08:48:07+01:00		Route the retrospectives' recurring lessons into the guidance that runs	0	0	2	86	76	8	55	0	0	8
640e9c8d5427	2026-08-21T08:29:47+01:00	01LMs35qhEqTFgnURG5Bn6BT		0	0	0	31	0	0	0	0	0	2
e10c300b5545	2026-08-21T08:26:44+01:00	01LMs35qhEqTFgnURG5Bn6BT		0	0	0	0	0	0	2	0	0	1
e534f1c937d0	2026-08-21T08:23:36+01:00	01LMs35qhEqTFgnURG5Bn6BT		2	0	0	104	0	40	2	23	0	7
5389b7e01ee5	2026-08-12T09:20:37+02:00	01LMs35qhEqTFgnURG5Bn6BT		9	0	0	0	0	0	0	0	0	1
2fec56ad23cc	2026-08-12T09:13:06+02:00	01LMs35qhEqTFgnURG5Bn6BT		92	87	36	0	0	0	0	0	0	3
f03f3bd02856	2026-08-12T08:41:44+02:00	01LMs35qhEqTFgnURG5Bn6BT		0	0	0	0	0	40	0	0	0	1
ebda2826356d	2026-08-12T08:14:14+02:00	01LMs35qhEqTFgnURG5Bn6BT		0	0	356	0	0	0	0	0	0	1
7028978999bd	2026-08-12T08:07:08+02:00	01LMs35qhEqTFgnURG5Bn6BT		0	0	0	289	0	0	0	0	0	1
fe653bcfde0c	2026-08-12T07:42:34+02:00		docs/README.md's plan row said eight decisions; the plan has ten	0	0	0	2	0	0	0	0	0	1
c4b52abd46fc	2026-08-12T07:40:15+02:00		Verify 0.25.0 reached PyPI, and that the wheel contains E5	0	0	0	24	0	0	0	0	0	2
8643fe946c7c	2026-08-12T07:35:38+02:00		Release 0.25.0 — a paid run leaves a record of what it was asked	2	0	0	171	0	74	0	36	0	7
681036376d5f	2026-08-12T07:30:06+02:00		E5 sixth review pass: two overclaims in prose this increment wrote	0	0	0	14	0	0	0	0	0	2
7dab18d3cec6	2026-08-12T07:28:03+02:00		E5 fifth review pass: the free-path gate now covers the second `pinakes.deep` module	0	20	0	0	0	7	0	0	0	3
ed18fee5fefd	2026-08-12T07:24:21+02:00		E5 fourth review pass: the module docstring stated the opposite of a shipped test	24	0	0	0	0	0	0	0	0	1
96f5779c3738	2026-08-12T07:22:15+02:00		E5 third review pass: what the increment's neighbours inherit from it	0	0	0	0	26	0	12	0	0	2
dcf5a36f35a9	2026-08-12T07:19:11+02:00		E5 second review pass: the confirmation opened with €0.0000, and a path that depended on the OS	29	7	0	0	0	0	0	0	0	2
260b6c6c2f9e	2026-08-12T07:15:48+02:00		E5 first review pass: a comment a mutation-restore had silently reverted, and the documents	15	0	0	67	63	67	2	0	0	13
1c39375b8a5d	2026-08-12T07:07:03+02:00		E5 mutation pass: six assertions broken on purpose, and one test that did not notice	0	96	0	0	0	0	0	0	0	1
31023e7c1206	2026-08-12T07:01:29+02:00		E5: the run transcript under `.pinakes/deep/<operation_id>.json`	574	525	0	0	0	0	0	0	0	5
34403ff8f32a	2026-08-12T00:41:30+02:00		Handover: two entry points still sent E5 to do work E4 closed	0	0	0	2	2	0	0	0	0	2
311a8764156a	2026-08-12T00:38:44+02:00		Verify 0.24.0 reached PyPI, and that the wheel contains the flag	0	0	0	16	0	0	0	0	0	1
afb9d4670e2b	2026-08-12T00:33:17+02:00		Release 0.24.0 — `pnk ask --deep` answers	2	0	0	408	0	343	0	125	0	17
397bc00f236e	2026-08-12T00:23:39+02:00		E4 sixth review pass: the free path's *positive* half, and a sweep that found nothing else	0	21	0	1	0	0	0	0	0	2
efb453d327eb	2026-08-12T00:20:50+02:00		E4 fifth review pass: a stop reason added later would have lied about which bound ended the run	52	44	0	2	0	0	0	0	0	4
1a8d85eff8ab	2026-08-12T00:14:21+02:00		E4 fourth review pass: three claims checked by running them, and E5 got smaller	6	51	0	7	12	0	2	0	0	7
3889118e14ca	2026-08-12T00:07:31+02:00		E4 third review pass: the documentation, read by running the commands it shows	31	101	0	341	63	28	2	0	0	13
41fa202c4591	2026-08-11T23:53:07+02:00		E4 second review pass: a Ctrl-C voided a call that may have billed — in both paid clients	21	64	0	1	0	29	0	0	0	6
75ab3703ce38	2026-08-11T23:46:39+02:00		E4 first review pass: four findings, all in what the code does rather than how it reads	75	85	0	2	0	0	0	0	0	7
339c74017cd5	2026-08-11T23:40:49+02:00		E4 mutation pass: six targets, five already killed, one hole found and closed	0	35	0	1	0	0	0	0	0	2
11067e6b67e0	2026-08-11T23:38:19+02:00		E4: the loop — `pnk ask --deep` answers, bounded by [deep] and [budget]	1527	1394	0	30	0	30	0	0	0	32
3219747e46d5	2026-08-11T22:12:25+02:00		Two decisions taken at E3's boundary: nothing in the deep plan is undecided	0	0	0	8	88	0	2	0	0	4
cc2b40031f47	2026-08-11T19:30:14+02:00		E3 handover: E4 is next, and it is blocked on a question no plan answered	0	0	0	24	79	0	2	0	0	5
449c63d49c16	2026-08-11T19:25:19+02:00		E3 fourth review pass: two sentences this commit falsified, in the file it edited	12	0	0	0	0	10	0	0	0	2
4792ddc2517f	2026-08-11T19:23:49+02:00		E3 third review pass: a module with no test file of its own	0	268	0	16	0	13	0	0	0	4
6541a89dcce2	2026-08-11T19:19:37+02:00		E3 second review pass: a settable ceiling, and a version nothing read	35	76	0	6	0	29	0	0	0	4
404ccb10fe76	2026-08-11T19:14:54+02:00		E3 review pass: six findings, and a ceiling spent twice over	84	242	0	0	0	67	0	0	0	3
b337290100da	2026-08-11T19:05:40+02:00		E3: the deep client, and the second entry on the allowlist	1189	1193	0	35	0	28	5	0	0	27
d032165c4fe4	2026-08-11T18:33:47+02:00		E2 handover: E3 is next, and what E2 measured that E3 and E4 need	0	0	0	5	55	0	2	0	0	5
796afc0b53e0	2026-08-11T18:26:05+02:00		E2 third review pass: pin the second measurement, mark the assumed half	9	11	10	0	0	0	0	0	0	3
a9cff4655e36	2026-08-11T18:22:23+02:00		E2 second review pass: a ceiling below its own measurement	29	32	17	0	0	36	0	0	0	5
5296a45f0d8d	2026-08-11T18:16:12+02:00		E2 review pass: the question was never priced, and three smaller findings	62	86	0	0	0	52	0	0	0	3
72c71756c0f3	2026-08-11T18:08:08+02:00		E2: the deep release's round estimator	421	429	126	0	0	21	0	0	0	7
02e81efba11b	2026-08-11T17:45:56+02:00		0.23.0 is on PyPI, verified by installing it	0	0	0	18	0	8	0	0	0	2
ae511f14f2a8	2026-08-11T17:41:02+02:00		Rule: a boundary needing a context clear is a stop	0	0	0	21	0	10	14	0	0	3
4dfd73a64367	2026-08-11T17:34:40+02:00		Release 0.23.0 — `pnk ask` exists	2	0	0	116	0	103	0	88	0	14
a3517b1657cf	2026-08-11T17:24:27+02:00		E1 handover: every pointer a merge would falsify	0	0	0	12	22	0	2	0	0	4
bbfaa5255001	2026-08-11T17:20:10+02:00		E1 review: one vocabulary, and the notice carried not re-derived	35	0	0	0	0	39	0	0	0	2
c887248cc5cc	2026-08-11T17:15:26+02:00		E1 docs: pnk ask, and the third `unknown` branch	0	34	0	136	0	0	0	0	0	5
fb7eebba7b98	2026-08-11T17:07:26+02:00		E1: pnk ask, the free question surface	268	442	0	0	0	18	0	0	0	7
c6008d546339	2026-08-11T16:50:02+02:00	01LMs35qhEqTFgnURG5Bn6BT		0	0	0	0	29	9	0	0	0	2
41a30acaa2a6	2026-08-11T16:43:31+02:00	01LMs35qhEqTFgnURG5Bn6BT		0	0	0	20	0	7	0	0	0	2
d856c434415c	2026-08-11T16:39:42+02:00	01LMs35qhEqTFgnURG5Bn6BT		0	0	0	36	0	10	0	0	0	2
e82667124358	2026-08-11T16:20:25+02:00	01LMs35qhEqTFgnURG5Bn6BT		0	0	0	18	67	10	4	0	0	5
fb100309e842	2026-08-11T16:11:18+02:00	01LMs35qhEqTFgnURG5Bn6BT		0	0	0	34	485	10	5	0	0	5
308818de060e	2026-08-11T15:55:42+02:00	01LMs35qhEqTFgnURG5Bn6BT		0	0	0	10	0	0	0	0	0	1
cac1d2ccbd92	2026-08-11T15:52:28+02:00	01LMs35qhEqTFgnURG5Bn6BT		2	0	0	122	0	64	0	21	0	7
2922a0c50506	2026-08-11T15:47:42+02:00	01LMs35qhEqTFgnURG5Bn6BT		0	0	0	4	0	4	0	0	0	3
ef02ce0d6873	2026-08-11T15:44:23+02:00	01LMs35qhEqTFgnURG5Bn6BT		0	28	0	6	0	0	0	0	0	2
0ccc200cb4e3	2026-08-11T15:41:35+02:00	01LMs35qhEqTFgnURG5Bn6BT		0	12	25	0	0	0	0	0	0	2
48945d784e86	2026-08-11T15:38:16+02:00	01LMs35qhEqTFgnURG5Bn6BT		0	146	132	303	6	60	0	0	31	10
178dd1c1f31f	2026-08-11T14:36:06+02:00		STATUS: 0.22.1 verified, and which of the three caches lied	0	0	0	25	0	0	0	0	0	2
93c20aba7450	2026-08-11T14:31:33+02:00		Release 0.22.1 — a release sweep is table-shaped	2	0	0	115	0	57	0	24	0	8
1eebb15d151e	2026-08-11T14:25:37+02:00		Docs: the roadmap's narrative said 0.21.0 while its tables said 0.22.0	0	0	0	86	0	57	2	0	0	5
497bda0c206a	2026-08-11T10:39:39+02:00	013aTJrHMKqsyXpUw4jV7vyF		0	0	0	20	0	0	0	0	0	1
df832fe840dd	2026-08-11T10:30:44+02:00	013aTJrHMKqsyXpUw4jV7vyF		2	0	0	80	0	54	25	69	0	13
70ee2d9a75fe	2026-08-11T10:25:50+02:00	013aTJrHMKqsyXpUw4jV7vyF		0	12	0	0	0	0	0	0	0	1
205b32d28e96	2026-08-11T10:23:16+02:00	013aTJrHMKqsyXpUw4jV7vyF		0	36	0	15	0	6	0	0	23	4
58adfe28a81b	2026-08-11T10:19:11+02:00	013aTJrHMKqsyXpUw4jV7vyF		47	43	0	42	0	11	0	0	0	8
0a60429fda39	2026-08-11T10:12:00+02:00	013aTJrHMKqsyXpUw4jV7vyF		0	77	0	0	32	0	0	0	0	3
45e89381b22f	2026-08-11T10:05:14+02:00	013aTJrHMKqsyXpUw4jV7vyF		186	113	0	0	0	12	0	0	0	4
00e95051a561	2026-08-11T09:56:26+02:00	013aTJrHMKqsyXpUw4jV7vyF		10	0	0	0	30	0	0	0	0	2
98add80ebefb	2026-08-11T09:53:29+02:00	013aTJrHMKqsyXpUw4jV7vyF		16	52	5	0	0	8	0	0	0	4
776767ef3fd5	2026-08-11T09:48:30+02:00	013aTJrHMKqsyXpUw4jV7vyF		0	23	0	3	34	0	0	0	0	4
992dcf1c4ae3	2026-08-11T09:43:46+02:00	013aTJrHMKqsyXpUw4jV7vyF		60	70	0	4	0	9	0	0	0	5
17409759ac5d	2026-08-11T09:36:43+02:00	013aTJrHMKqsyXpUw4jV7vyF		0	0	0	0	43	0	0	0	0	1
88643168e1b3	2026-08-11T09:34:11+02:00	013aTJrHMKqsyXpUw4jV7vyF		0	31	0	0	0	0	0	0	0	1
99723ade6b64	2026-08-11T09:31:29+02:00	013aTJrHMKqsyXpUw4jV7vyF		77	81	0	0	0	8	0	0	0	4
f7d7447e70cb	2026-08-11T09:26:45+02:00	013aTJrHMKqsyXpUw4jV7vyF		0	0	0	20	300	0	4	0	0	6
42406db6f337	2026-08-10T04:14:55+02:00	013aTJrHMKqsyXpUw4jV7vyF		0	0	0	0	0	0	2	0	0	1
864ce6eb75fb	2026-08-10T04:10:41+02:00	013aTJrHMKqsyXpUw4jV7vyF		0	0	0	41	0	0	0	0	0	2
5cb1aff76935	2026-08-10T04:01:13+02:00	013aTJrHMKqsyXpUw4jV7vyF		0	0	0	23	0	0	0	0	0	1
c83e877d1f05	2026-08-10T03:55:46+02:00	013aTJrHMKqsyXpUw4jV7vyF		2	0	0	149	89	65	17	39	0	10
